Annual_Income,Spending_Score,Purchase_Frequency,Average_Purchase_Value,Website_Visits,Customer_Age
67450.71229516849,84.04830098058392,12.823962170704487,127.12594162056487,17.600323875115336,54.79226523903203
57926.03548243223,80.36346655314168,15.256394914109933,102.69409951026789,12.512739561363485,49.095604194953225
69715.32807151039,92.659709274659,18.914687490353398,133.73605914221926,16.058889354869955,38.71556443904209
82845.44784612038,100.24528922802125,20.177735165497413,153.7886664077685,,30.236758667533113
56487.69937914996,60.11592594791907,12.66719247775013,103.8415489841072,12.062172833595778,46.37867976336308
56487.945645762295,64.51451698830616,16.54572734528842,117.30811894154928,13.727029709711967,42.721824625061
83688.19223261088,95.36326801165312,16.101628913600184,135.64318584444354,15.719023760614906,48.74231864033278
71511.52093729364,88.04477207149827,17.77957735566086,116.77219213940161,13.418878720044347,45.622061620183636
52957.88421097572,76.9252073896459,16.899668003582583,89.49820517559985,20.092924903368857,50.59463258383202
68138.40065378947,119.41035529882089,24.45486979699938,147.8708972652313,13.758031730221798,31.577177461273184
53048.734607813065,77.5381458716195,18.765566515009596,109.29891820729334,14.882183377857443,53.80872878761191
53014.05369644615,83.16408861967368,14.100687017437444,105.83501177703198,12.471281872134533,40.371195256308795
63629.43407349051,87.71767807902634,13.555309199647084,120.9562543156596,19.854504297309056,62.90313047150319
31300.79633013303,65.2943903111378,18.6271890123662,68.41464007620114,16.374375809756156,29.729746182925187
34126.23251230451,57.32304706097925,14.59539909508566,96.62146717363082,18.505997886400237,58.83156563798299
51565.68706138541,78.52910444176392,14.533906056594926,104.0110982938928,8.41793032483059,40.374929401551775
44807.53319498364,59.156267771614466,18.526896092309737,89.34519866046858,16.626269891169954,30.18298395662662
64713.709988929106,76.46003992595737,16.81602989177218,121.1038589505016,,32.19336999134814
46379.638867181835,62.97414784201807,17.98401372849419,95.41737185788278,15.724340075649954,34.155832301668156
38815.444479970625,64.1080080818456,14.818756656507166,86.24971990694192,18.707548497213555,43.089991356823
81984.7315338233,112.33742458702906,28.03285746270032,140.59590572507244,16.340703438408607,44.27402585642599
56613.355492701965,55.2953613697037,18.56032673278517,102.5032468976714,21.20548778057787,31.11559995273705
61012.92307031886,83.47035574593644,16.773660916453245,129.45726134049372,24.227690769412973,37.707744892868206
38628.77720679815,47.05010761218237,14.972228994690422,88.21218062091091,13.04031445664849,63.707244303342364
51834.25913212226,66.38123682137902,16.893313371962297,111.13224687378904,13.285983925985601,58.73051804120854
61663.83884564799,87.88780927706244,22.289066064156412,112.72923714502349,22.500257727717727,43.235884036088386
42735.09633866546,66.2838579941539,12.047808317382772,81.33180097425839,19.932631078137682,38.456041738018406
65635.47027518509,68.60383438581798,17.348729537868014,112.0707086687151,13.11317875274733,39.44037592061913
50990.419651217926,63.44121469813107,17.69145566526842,96.8127048287799,13.626689431197097,45.362215672765004
55624.593753100846,80.17073374120727,11.749391601911748,116.44641939735133,12.397679045131495,25.726489217619132
50974.40081655905,63.28097417276406,10.942370587917283,82.74707344794612,7.9049091322380765,34.91148155091986
87784.17276763407,94.83508955640019,13.107566900179727,157.95461114587906,10.257662284117124,17.976991113468927
59797.541628930994,76.33424337639673,15.641916003125836,109.06717579085776,10.676011733929478,42.79067747126335
44134.3360656615,59.96459816333872,16.147316491888695,84.70512677141762,11.773004687150095,45.76635127643289
72338.17368154784,104.84234510218195,25.23342292161538,126.1782767203393,17.431287326937486,32.201762452407515
41687.345250434664,71.35159737344091,15.925023947275463,76.98913082488488,15.714366114328723,56.887841159480395
63132.95392507133,57.628346488466725,18.530098609983884,112.76965719215333,21.761031554251474,23.290812043971904
30604.948141803365,60.227512032776296,9.893822430271769,75.28249669242112,8.974730566126366,20.427501437482157
40077.20926652354,57.428460912230236,8.504121818769072,72.7289064334872,16.488526139537058,40.693421822719664
62952.91853803685,86.29608447078435,17.777769573927795,107.11072214984166,14.477375495276302,50.565179631345856
71076.99869993115,74.72099183563168,17.360345122162673,118.27911783986279,15.01024869803907,58.207132297494425
62570.524217849554,76.39495011604075,16.361158273123834,126.480676466581,17.607625450603564,32.49338884557272
58265.27576417639,80.0090382483104,10.799029437126931,108.1921602525917,8.748820744888885,50.94417000117555
55483.444566160666,81.94761868139761,17.024782683671276,96.23734841377487,16.637073789837586,37.537898365991516
37822.17014448859,50.690338016135385,8.690142200905747,76.1323608382552,13.272851493123948,35.92847240071016
49202.33687407937,66.17638976603814,16.935476111395836,93.49110422251326,,48.60391924984007
53090.41843560319,67.10479794975235,16.165514430753397,78.35724447197157,16.00632890485729,45.827874540961034
75856.83339328374,78.98080771023311,14.0274817975529,127.01479754523449,24.02944509890945,19.08329411618901
65154.27434352692,96.74710700892712,17.970465299328986,122.00564090542835,12.84017965279343,55.71848419671075
33554.397669558995,64.18245571134494,11.449727791034885,84.79703087260432,11.310930517303195,54.56109624976942
64861.25954092192,66.3079161812027,14.75815013536089,126.17607477296576,11.934882934909208,30.493247581885647
54223.76579375525,81.71287894680091,20.122358803523852,115.92143760885767,13.814799164416137,42.749642401248906
49846.169995410615,91.1292639673727,15.712211456099272,104.14676605792104,12.16411492760371,43.92836223539287
69175.14433261301,91.82973920507928,20.286600427315424,117.05483274471138,20.842046252624833,41.12808518988689
75464.99283743926,70.08529604292342,13.92202155132119,144.08598968060753,19.858623457355776,31.39633815385496
73969.20178674298,79.53918034338326,14.552258554720456,126.25862139621219,12.082692391418231,29.94051958474338
47411.73715166042,81.11615378286247,16.846331987565698,99.96963300010897,11.724477303852794,37.69335114810266
55361.81436223178,66.14039396115126,11.815332126914566,101.62497124981226,15.430261863619986,52.07274823111238
64968.95147105346,83.41956516409437,15.851986858572609,119.92145562283406,12.546703880447897,44.52320185513319
74633.17690683539,92.5262466783946,15.285303323992643,130.4887922828017,17.117318268219833,33.55262801496673
52812.38643232065,62.41812714361156,20.256894470290902,93.19034123472339,16.888760424492467,47.26038452778013
